trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_town_35_weaponsmith|武 器 商 人 
trp_town_36_weaponsmith|武 器 商 人 
trp_town_37_weaponsmith|武 器 商 人 
trp_town_38_weaponsmith|武 器 商 人 
trp_town_39_weaponsmith|武 器 商 人 
trp_town_40_weaponsmith|武 器 商 人 
trp_town_41_weaponsmith|武 器 商 人 
trp_town_42_weaponsmith|武 器 商 人 
trp_town_43_weaponsmith|武 器 商 人 
trp_town_1_tavernkeeper|禅 达 妓 院 老 板 
trp_town_2_tavernkeeper|酒 馆 老 板 
trp_town_3_tavernkeeper|酒 馆 老 板 
trp_town_4_tavernkeeper|酒 馆 老 板 
trp_town_5_tavernkeeper|酒 馆 老 板 
trp_town_6_tavernkeeper|酒 馆 老 板 
trp_town_7_tavernkeeper|酒 馆 老 板 
trp_town_8_tavernkeeper|酒 馆 老 板 
trp_town_9_tavernkeeper|酒 馆 老 板 
trp_town_10_tavernkeeper|酒 馆 老 板 
trp_town_11_tavernkeeper|酒 馆 老 板 
trp_town_12_tavernkeeper|酒 馆 老 板 
trp_town_13_tavernkeeper|酒 馆 老 板 
trp_town_14_tavernkeeper|酒 馆 老 板 
trp_town_15_tavernkeeper|酒 馆 老 板 
trp_town_16_tavernkeeper|酒 馆 老 板 
trp_town_17_tavernkeeper|酒 馆 老 板 
trp_town_18_tavernkeeper|酒 馆 老 板 
trp_town_19_tavernkeeper|酒 馆 老 板 
trp_town_20_tavernkeeper|酒 馆 老 板 
trp_town_21_tavernkeeper|酒 馆 老 板 
trp_town_22_tavernkeeper|酒 馆 老 板 
trp_town_23_tavernkeeper|酒 馆 老 板 
trp_town_24_tavernkeeper|酒 馆 老 板 
trp_town_25_tavernkeeper|酒 馆 老 板 
trp_town_26_tavernkeeper|酒 馆 老 板 
trp_town_27_tavernkeeper|酒 馆 老 板 
trp_town_28_tavernkeeper|酒 馆 老 板 
trp_town_29_tavernkeeper|酒 馆 老 板 
trp_town_30_tavernkeeper|酒 馆 老 板 
trp_town_31_tavernkeeper|酒 馆 老 板 
trp_town_32_tavernkeeper|酒 馆 老 板 
trp_town_33_tavernkeeper|酒 馆 老 板 
trp_town_34_tavernkeeper|酒 馆 老 板 
trp_town_35_tavernkeeper|酒 馆 老 板 
trp_town_36_tavernkeeper|酒 馆 老 板 
trp_town_37_tavernkeeper|酒 馆 老 板 
trp_town_38_tavernkeeper|酒 馆 老 板 
trp_town_39_tavernkeeper|酒 馆 老 板 
trp_town_40_tavernkeeper|酒 馆 老 板 
trp_town_41_tavernkeeper|酒 馆 老 板 
trp_town_42_tavernkeeper|酒 馆 老 板 
trp_town_43_tavernkeeper|酒 馆 老 板 
trp_town_1_merchant|杂 货 商 人 
trp_town_2_merchant|杂 货 商 人 
trp_town_3_merchant|杂 货 商 人 
trp_town_4_merchant|杂 货 商 人 
trp_town_5_merchant|杂 货 商 人 
trp_town_6_merchant|杂 货 商 人 
trp_town_7_merchant|杂 货 商 人 
trp_town_8_merchant|杂 货 商 人 
trp_town_9_merchant|杂 货 商 人 
trp_town_10_merchant|杂 货 商 人 
trp_town_11_merchant|杂 货 商 人 
trp_town_12_merchant|杂 货 商 人 
trp_town_13_merchant|杂 货 商 人 
trp_town_14_merchant|杂 货 商 人 
trp_town_15_merchant|杂 货 商 人 
trp_town_16_merchant|杂 货 商 人 
trp_town_17_merchant|杂 货 商 人 
trp_town_18_merchant|杂 货 商 人 
trp_town_19_merchant|杂 货 商 人 
trp_town_20_merchant|杂 货 商 人 
trp_town_21_merchant|杂 货 商 人 
trp_town_22_merchant|杂 货 商 人 
trp_town_23_merchant|杂 货 商 人 
trp_town_24_merchant|杂 货 商 人 
trp_town_25_merchant|杂 货 商 人 
trp_town_26_merchant|杂 货 商 人 
trp_town_27_merchant|杂 货 商 人 
trp_salt_mine_merchant|巴 瑞 赞 
trp_salt_mine_merchant_pl|巴 瑞 赞 
trp_town_1_horse_merchant|马 匹 贩 子 
trp_town_2_horse_merchant|马 匹 贩 子 
trp_town_3_horse_merchant|马 匹 贩 子 
trp_town_4_horse_merchant|马 匹 贩 子 
trp_town_5_horse_merchant|马 匹 贩 子 
trp_town_6_horse_merchant|马 匹 贩 子 
trp_town_7_horse_merchant|马 匹 贩 子 
trp_town_8_horse_merchant|马 匹 贩 子 
trp_town_9_horse_merchant|马 匹 贩 子 
trp_town_10_horse_merchant|马 匹 贩 子 
trp_town_11_horse_merchant|马 匹 贩 子 
trp_town_12_horse_merchant|马 匹 贩 子 
trp_town_13_horse_merchant|马 匹 贩 子 
trp_town_14_horse_merchant|马 匹 贩 子 
trp_town_15_horse_merchant|马 匹 贩 子 
trp_town_16_horse_merchant|马 匹 贩 子 
trp_town_17_horse_merchant|马 匹 贩 子 
trp_town_18_horse_merchant|马 匹 贩 子 
trp_town_19_horse_merchant|马 匹 贩 子 
trp_town_20_horse_merchant|马 匹 贩 子 
trp_town_21_horse_merchant|马 匹 贩 子 
trp_town_22_horse_merchant|马 匹 贩 子 
trp_town_23_horse_merchant|马 匹 贩 子 
trp_town_24_horse_merchant|马 匹 贩 子 
trp_town_25_horse_merchant|马 匹 贩 子 
trp_town_26_horse_merchant|马 匹 贩 子 
trp_town_27_horse_merchant|马 匹 贩 子 
trp_town_1_mayor|镇 长 
trp_town_2_mayor|镇 长 
trp_town_3_mayor|镇 长 
trp_town_4_mayor|镇 长 
trp_town_5_mayor|镇 长 
trp_town_6_mayor|镇 长 
trp_town_7_mayor|镇 长 
trp_town_8_mayor|镇 长 
trp_town_9_mayor|镇 长 
trp_town_10_mayor|镇 长 
trp_town_11_mayor|镇 长 
trp_town_12_mayor|镇 长 
trp_town_13_mayor|镇 长 
trp_town_14_mayor|镇 长 
trp_town_15_mayor|镇 长 
trp_town_16_mayor|镇 长 
trp_town_17_mayor|镇 长 
trp_town_18_mayor|镇 长 
trp_town_19_mayor|镇 长 
trp_town_20_mayor|镇 长 
trp_town_21_mayor|镇 长 
trp_town_22_mayor|镇 长 
trp_town_23_mayor|镇 长 
trp_town_24_mayor|镇 长 
trp_town_25_mayor|镇 长 
trp_town_26_mayor|镇 长 
trp_town_27_mayor|镇 长 
trp_town_28_mayor|镇 长 
trp_town_29_mayor|镇 长 
trp_town_30_mayor|镇 长 
trp_town_31_mayor|镇 长 
trp_town_32_mayor|镇 长 
trp_town_33_mayor|镇 长 
trp_town_34_mayor|镇 长 
trp_town_35_mayor|镇 长 
trp_town_36_mayor|镇 长 
trp_town_37_mayor|镇 长 
trp_town_38_mayor|镇 长 
trp_town_39_mayor|镇 长 
trp_town_40_mayor|镇 长 
trp_town_41_mayor|镇 长 
trp_town_42_mayor|镇 长 
trp_town_43_mayor|镇 长 
trp_village_1_elder|村 长 
trp_village_2_elder|村 长 
trp_village_3_elder|村 长 
trp_village_4_elder|村 长 
trp_village_5_elder|村 长 
trp_village_6_elder|村 长 
trp_village_7_elder|村 长 
trp_village_8_elder|村 长 
trp_village_9_elder|村 长 
trp_village_10_elder|村 长 
trp_village_11_elder|村 长 
trp_village_12_elder|村 长 
trp_village_13_elder|村 长 
trp_village_14_elder|村 长 
trp_village_15_elder|村 长 
trp_village_16_elder|村 长 
trp_village_17_elder|村 长 
trp_village_18_elder|村 长 
trp_village_19_elder|村 长 
trp_village_20_elder|村 长 
trp_village_21_elder|村 长 
trp_village_22_elder|村 长 
trp_village_23_elder|村 长 
trp_village_24_elder|村 长 
trp_village_25_elder|村 长 
trp_village_26_elder|村 长 
trp_village_27_elder|村 长 
trp_village_28_elder|村 长 
trp_village_29_elder|村 长 
trp_village_30_elder|村 长 
trp_village_31_elder|村 长 
trp_village_32_elder|村 长 
trp_village_33_elder|村 长 
trp_village_34_elder|村 长 
trp_village_35_elder|村 长 
trp_village_36_elder|村 长 
trp_village_37_elder|村 长 
trp_village_38_elder|村 长 
trp_village_39_elder|村 长 
trp_village_40_elder|村 长 
trp_village_41_elder|村 长 
trp_village_42_elder|村 长 
trp_village_43_elder|村 长 
trp_village_44_elder|村 长 
trp_village_45_elder|村 长 
trp_village_46_elder|村 长 
trp_village_47_elder|村 长 
trp_village_48_elder|村 长 
trp_village_49_elder|村 长 
trp_village_50_elder|村 长 
trp_village_51_elder|村 长 
trp_village_52_elder|村 长 
trp_village_53_elder|村 长 
trp_village_54_elder|村 长 
trp_village_55_elder|村 长 
trp_village_56_elder|村 长 
trp_village_57_elder|村 长 
trp_village_58_elder|村 长 
trp_village_59_elder|村 长 
trp_village_60_elder|村 长 
trp_village_61_elder|村 长 
trp_village_62_elder|村 长 
trp_village_63_elder|村 长 
trp_village_64_elder|村 长 
trp_village_65_elder|村 长 
trp_village_66_elder|村 长 
trp_village_67_elder|村 长 
trp_village_68_elder|村 长 
trp_village_69_elder|村 长 
trp_village_70_elder|村 长 
trp_village_71_elder|村 长 
trp_village_72_elder|村 长 
trp_village_73_elder|村 长 
trp_village_74_elder|村 长 
trp_village_75_elder|村 长 
trp_village_76_elder|村 长 
trp_village_77_elder|村 长 
trp_village_78_elder|村 长 
trp_village_79_elder|村 长 
trp_village_80_elder|村 长 
trp_village_81_elder|村 长 
trp_village_82_elder|村 长 
trp_village_83_elder|村 长 
trp_village_84_elder|村 长 
trp_village_85_elder|村 长 
trp_village_86_elder|村 长 
trp_village_87_elder|村 长 
trp_village_88_elder|村 长 
trp_village_89_elder|村 长 
trp_village_90_elder|村 长 
trp_village_91_elder|村 长 
trp_village_92_elder|村 长 
trp_village_93_elder|村 长 
trp_village_94_elder|村 长 
trp_village_95_elder|村 长 
trp_village_96_elder|村 长 
trp_village_97_elder|村 长 
trp_village_98_elder|村 长 
trp_village_99_elder|村 长 
trp_village_100_elder|村 长 
trp_village_101_elder|村 长 
trp_village_102_elder|村 长 
trp_village_103_elder|村 长 
trp_village_104_elder|村 长 
trp_village_105_elder|村 长 
trp_village_106_elder|村 长 
trp_village_107_elder|村 长 
trp_village_108_elder|村 长 
trp_village_109_elder|村 长 
trp_village_110_elder|村 长 
trp_village_111_elder|村 长 
trp_village_112_elder|村 长 
trp_village_113_elder|村 长 
trp_village_114_elder|村 长 
trp_village_115_elder|村 长 
trp_village_116_elder|村 长 
trp_village_117_elder|村 长 
trp_village_118_elder|村 长 
trp_village_119_elder|村 长 
trp_village_120_elder|村 长 
trp_village_121_elder|村 长 
trp_village_122_elder|村 长 
trp_village_123_elder|村 长 
trp_village_124_elder|村 长 
trp_village_125_elder|村 长 
trp_village_126_elder|村 长 
trp_village_127_elder|村 长 
trp_village_128_elder|村 长 
trp_village_129_elder|村 长 
trp_village_130_elder|村 长 
trp_village_131_elder|村 长 
trp_village_132_elder|村 长 
trp_village_133_elder|村 长 
trp_village_134_elder|村 长 
trp_village_135_elder|村 长 
trp_village_136_elder|村 长 
trp_village_137_elder|村 长 
trp_village_138_elder|村 长 
trp_village_139_elder|村 长 
trp_village_140_elder|村 长 
trp_village_141_elder|村 长 
trp_village_142_elder|村 长 
trp_village_143_elder|村 长 
trp_village_144_elder|村 长 
trp_village_145_elder|村 长 
trp_village_146_elder|村 长 
trp_village_147_elder|村 长 
trp_village_148_elder|村 长 
trp_village_149_elder|村 长 
trp_village_150_elder|村 长 
trp_village_151_elder|村 长 
trp_village_152_elder|村 长 
trp_village_152_elder_pl|村 长 
trp_village_153_elder|村 长 
trp_village_154_elder|村 长 
trp_village_155_elder|村 长 
trp_village_156_elder|村 长 
trp_village_157_elder|村 长 
trp_village_158_elder|村 长 
trp_village_159_elder|村 长 
trp_village_160_elder|村 长 
trp_village_161_elder|村 长 
trp_village_162_elder|村 长 
trp_village_163_elder|村 长 
trp_village_164_elder|村 长 
trp_village_165_elder|村 长 
trp_village_166_elder|村 长 
trp_village_167_elder|村 长 
trp_village_167_elder_pl|村 长 
trp_village_168_elder|村 长 
trp_village_168_elder_pl|村 长 
trp_village_169_elder|村 长 
trp_village_169_elder_pl|村 长 
trp_village_170_elder|村 长 
trp_village_170_elder_pl|村 长 
trp_village_171_elder|村 长 
trp_village_171_elder_pl|村 长 
trp_village_172_elder|村 长 
trp_village_172_elder_pl|村 长 
trp_village_173_elder|村 长 
trp_village_173_elder_pl|村 长 
trp_village_174_elder|村 长 
trp_village_174_elder_pl|村 长 
trp_village_175_elder|村 长 
trp_village_175_elder_pl|村 长 
trp_village_176_elder|村 长 
trp_village_176_elder_pl|村 长 
trp_village_177_elder|村 长 
trp_village_177_elder_pl|村 长 
trp_village_178_elder|村 长 
trp_village_178_elder_pl|村 长 
trp_village_179_elder|村 长 
trp_village_179_elder_pl|村 长 
trp_village_180_elder|村 长 
trp_village_180_elder_pl|村 长 
trp_village_181_elder|村 长 
trp_village_181_elder_pl|村 长 
trp_village_182_elder|村 长 
trp_village_182_elder_pl|村 长 
trp_village_183_elder|村 长 
trp_village_183_elder_pl|村 长 
trp_village_184_elder|村 长 
trp_village_184_elder_pl|村 长 
trp_village_185_elder|村 长 
trp_village_185_elder_pl|村 长 
trp_village_186_elder|村 长 
trp_village_186_elder_pl|村 长 
trp_village_187_elder|村 长 
trp_village_187_elder_pl|村 长 
trp_village_188_elder|村 长 
trp_village_188_elder_pl|村 长 
trp_village_189_elder|村 长 
trp_village_189_elder_pl|村 长 
trp_village_190_elder|村 长 
trp_village_190_elder_pl|村 长 
trp_village_191_elder|村 长 
trp_village_191_elder_pl|村 长 
trp_village_192_elder|村 长 
trp_village_192_elder_pl|村 长 
trp_village_193_elder|村 长 
trp_village_193_elder_pl|村 长 
trp_merchants_end|merchants end 
trp_merchants_end_pl|merchants end 
trp_eliphant|轻 装 象 兵 
trp_eliphant_pl|轻 装 象 兵 
trp_bannere|西 欧 执 旗 手 
trp_bannere_pl|西 欧 执 旗 手 
trp_banneree|东 欧 执 旗 手 
trp_banneree_pl|东 欧 执 旗 手 
trp_bannera|执 旗 手 
trp_bannera_pl|执 旗 手 
trp_bannerc|明 军 执 旗 手 
trp_bannerc_pl|明 军 执 旗 手 
trp_bannerj|足 轻 执 旗 手 
trp_bannerj_pl|足 轻 执 旗 手 
trp_local_merchant|本 地 商 人 
trp_local_merchant_pl|本 地 商 人 
trp_tax_rebel|造 反 的 农 民 
trp_tax_rebel_pl|造 反 的 农 民 
trp_trainee_peasant|农 民 
trp_trainee_peasant_pl|农 民 
trp_fugitive|紧 张 不 安 的 人 
trp_fugitive_pl|紧 张 不 安 的 人 
trp_belligerent_drunk|闹 事 的 酒 鬼 
trp_belligerent_drunk_pl|闹 事 的 酒 鬼 
trp_hired_assassin|职 业 刺 客 
trp_hired_assassin_pl|职 业 刺 客 
trp_fight_promoter|相 貌 粗 野 的 人 
trp_fight_promoter_pl|相 貌 粗 野 的 人 
trp_spy|普 通 的 市 民 
trp_spy_pl|普 通 的 市 民 
trp_spy_partner|不 起 眼 的 市 民 
trp_spy_partner_pl|不 起 眼 的 市 民 
trp_nurse_for_lady|女 仆 
trp_nurse_for_lady_pl|女 仆 
trp_temporary_minister|首 席 大 臣 
trp_temporary_minister_pl|首 席 大 臣 
trp_swadian_crossbowman_multiplayer_ai|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_ai_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_ai|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_ai_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_ai|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_ai_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_ai|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_ai_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_ai|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_ai_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_ai|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_ai_pl|维 吉 亚 骑 手 
trp_khergit_dismounted_lancer_multiplayer_ai|库 吉 特 下 马 枪 骑 兵 
trp_khergit_dismounted_lancer_multiplayer_ai_pl|库 吉 特 下 马 枪 骑 兵 
trp_khergit_veteran_horse_archer_multiplayer_ai|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|库 吉 特 骑 射 手 
trp_khergit_lancer_multiplayer_ai|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_ai_pl|库 吉 特 枪 骑 兵 
trp_nord_veteran_multiplayer_ai|诺 德 轻 步 兵 
trp_nord_veteran_multiplayer_ai_pl|诺 德 轻 步 兵 
trp_nord_scout_multiplayer_ai|诺 德 斥 侯 
trp_nord_scout_multiplayer_ai_pl|诺 德 斥 侯 
trp_nord_archer_multiplayer_ai|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_ai_pl|诺 德 弓 箭 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|罗 多 克 弩 手 
trp_rhodok_veteran_spearman_multiplayer_ai|罗 多 克 长 矛 手 
trp_rhodok_veteran_spearman_multiplayer_ai_pl|罗 多 克 长 矛 手 
trp_rhodok_scout_multiplayer_ai|罗 多 克 斥 侯 
trp_rhodok_scout_multiplayer_ai_pl|罗 多 克 斥 侯 
trp_sarranid_infantry_multiplayer_ai|萨 兰 德 步 兵 
trp_sarranid_infantry_multiplayer_ai_pl|萨 兰 德 步 兵 
trp_sarranid_archer_multiplayer_ai|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_ai_pl|萨 兰 德 弓 箭 手 
trp_sarranid_horseman_multiplayer_ai|萨 兰 德 骑 手 
trp_sarranid_horseman_multiplayer_ai_pl|萨 兰 德 骑 手 
trp_swadian_crossbowman_multiplayer|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_pl|维 吉 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_pl|库 吉 特 骑 射 手 
trp_khergit_lancer_multiplayer|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_pl|库 吉 特 枪 骑 兵 
trp_nord_archer_multiplayer|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer|诺 德 皇 家 侍 卫 
trp_nord_veteran_multiplayer_pl|诺 德 皇 家 侍 卫 
trp_nord_scout_multiplayer|诺 德 斥 侯 
trp_nord_scout_multiplayer_pl|诺 德 斥 侯 
trp_rhodok_veteran_crossbowman_multiplayer|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_pl|萨 兰 德 马 穆 鲁 克 
trp_nurse|女 仆 
trp_quick_battle_troop_1|达 卡 拉 瓦 ．德 ．弗 伦 西 亚 
trp_quick_battle_troop_1_pl|达 卡 拉 瓦 ．德 ．弗 伦 西 亚 
trp_quick_battle_troop_2|柯 林 ，北 元 勇 士 
trp_quick_battle_troop_2_pl|柯 林 ，北 元 勇 士 
trp_quick_battle_troop_3|萧 玮 ，定 辽 中 卫 指 挥 使 
trp_quick_battle_troop_3_pl|萧 玮 ，定 辽 中 卫 指 挥 使 
trp_quick_battle_troop_4|雷 萨 德 ．海 因 里 希 爵 士 
trp_quick_battle_troop_4_pl|雷 萨 德 ．海 因 里 希 爵 士 
trp_quick_battle_troop_5|弗 朗 西 斯 男 爵 
trp_quick_battle_troop_5_pl|弗 朗 西 斯 男 爵 
trp_quick_battle_troop_6|安 国 寺 惠 虫 
trp_quick_battle_troop_6_pl|安 国 寺 惠 虫 
trp_quick_battle_troop_7|朱 迪 ，扬 州 卫 戍 军 士 
trp_quick_battle_troop_7_pl|朱 迪 ，扬 州 卫 戍 军 士 
trp_quick_battle_troop_8|斯 克 热 图 斯 基 ，铁 甲 骑 兵 连 队 长 
trp_quick_battle_troop_8_pl|斯 克 热 图 斯 基 ，铁 甲 骑 兵 连 队 长 
trp_quick_battle_troop_9|上 官 二 胡 ，神 机 营 把 总 
trp_quick_battle_troop_9_pl|上 官 二 胡 ，神 机 营 把 总 
trp_quick_battle_troop_10|艾 琳 娜 ，西 帕 希 世 家 之 女 
trp_quick_battle_troop_10_pl|艾 琳 娜 ，西 帕 希 世 家 之 女 
trp_quick_battle_troop_11|张 莱 恩 ，哈 密 卫 武 装 商 人 
trp_quick_battle_troop_11_pl|张 莱 恩 ，哈 密 卫 武 装 商 人 
trp_tutorial_fighter_1|初 级 斗 士 
trp_tutorial_fighter_1_pl|初 级 斗 士 
trp_tutorial_fighter_2|初 级 斗 士 
trp_tutorial_fighter_2_pl|初 级 斗 士 
trp_tutorial_fighter_3|正 规 斗 士 
trp_tutorial_fighter_3_pl|初 级 斗 士 
trp_tutorial_fighter_4|资 深 斗 士 
trp_tutorial_fighter_4_pl|初 级 斗 士 
trp_tutorial_archer_1|弓 箭 手 
trp_tutorial_archer_1_pl|弓 箭 手 
trp_tutorial_master_archer|弓 箭 教 练 
trp_tutorial_master_archer_pl|弓 箭 教 练 
trp_tutorial_rider_1|骑 手 
trp_tutorial_rider_2|骑 射 手 
trp_tutorial_master_horseman|骑 术 教 练 
trp_tutorial_master_horseman_pl|骑 术 教 练 
trp_swadian_merchant|路 人 （可 能 bug）
trp_vaegir_merchant|路 人 （可 能 bug）
trp_khergit_merchant|路 人 （可 能 bug）
trp_nord_merchant|路 人 （可 能 bug）
trp_rhodok_merchant|路 人 （可 能 bug）
trp_sarranid_merchant|路 人 （可 能 bug）
trp_startup_merchants_end|startup merchants end
trp_startup_merchants_end_pl|startup merchants end
trp_sea_raider_leader|海 寇 队 长 
trp_sea_raider_leader_pl|海 寇 
trp_looter_leader|盗 贼 
trp_looter_leader_pl|劫 匪 
trp_bandit_leaders_end|bandit leaders end
trp_bandit_leaders_end_pl|bandit leaders end
trp_relative_of_merchant|商 人 的 兄 弟 
trp_bank_manager_1|银 行 总 管 
trp_bank_manager_2|银 行 总 管 
trp_bank_manager_3|银 行 总 管 
trp_bank_manager_4|银 行 总 管 
trp_bank_manager_5|银 行 总 管 
trp_bank_manager_6|银 行 总 管 
trp_bank_manager_7|银 行 总 管 
trp_bank_manager_8|银 行 总 管 
trp_bank_manager_9|银 行 总 管 
trp_bank_manager_10|银 行 总 管 
trp_bank_manager_11|银 行 总 管 
trp_bank_manager_12|银 行 总 管 
trp_bank_manager_13|银 行 总 管 
trp_bank_manager_14|银 行 总 管 
trp_bank_manager_15|银 行 总 管 
trp_bank_manager_16|银 行 总 管 
trp_bank_manager_17|银 行 总 管 
trp_bank_manager_18|银 行 总 管 
trp_bank_manager_19|银 行 总 管 
trp_bank_manager_20|银 行 总 管 
trp_bank_manager_21|银 行 总 管 
trp_bank_manager_22|银 行 总 管 
trp_bank_manager_23|银 行 总 管 
trp_bank_manager_24|银 行 总 管 
trp_bank_manager_25|银 行 总 管 
trp_bank_manager_26|银 行 总 管 
trp_bank_manager_27|银 行 总 管 
trp_bank_manager_28|银 行 总 管 
trp_bank_manager_29|银 行 总 管 
trp_bank_manager_30|银 行 总 管 
trp_bank_manager_31|银 行 总 管 
trp_bank_manager_32|银 行 总 管 
trp_bank_manager_33|银 行 总 管 
trp_bank_manager_34|银 行 总 管 
trp_bank_manager_35|银 行 总 管 
trp_bank_manager_36|银 行 总 管 
trp_bank_manager_37|银 行 总 管 
trp_bank_manager_38|银 行 总 管 
trp_bank_manager_39|银 行 总 管 
trp_bank_manager_40|银 行 总 管 
trp_bank_manager_41|银 行 总 管 
trp_bank_manager_42|银 行 总 管 
trp_bank_manager_43|银 行 总 管 
trp_relative_of_merchants_end|relative of merchants end
trp_relative_of_merchants_end_pl|relative of merchants end
trp_ribaude_1|笑 容 诡 异 的 女 孩 
trp_ribaude_2|身 着 旧 礼 服 的 女 孩 
trp_ribaude_3|四 处 张 望 的 女 孩 
trp_doctor_1|医 生 
trp_doctor_1_pl|医 生 
trp_recruiter|招 募 官 
trp_recruiter_pl|招 募 官 
trp_fort_walker|巡 逻 兵 
trp_fort_walker_pl|守 卫 
trp_fort_rider|巡 逻 队 长 
trp_fort_rider_pl|守 卫 
trp_fort_slave|奴 隶 
trp_fort_slave_pl|奴 隶 
trp_fort_captain|守 备 队 长 
trp_fort_captain_pl|守 备 队 长 
trp_korea_light_cavalry|朝 鲜 轻 骑 兵 
trp_korea_light_cavalry_pl|朝 鲜 轻 骑 兵 
trp_korea_archer|驻 防 弓 箭 手 
trp_korea_archer_pl|驻 防 弓 箭 手 
trp_korea_gunner|王 军 火 铳 手 
trp_korea_gunner_pl|王 军 火 铳 手 
trp_korea_royal_guard|朝 鲜 王 家 卫 士 
trp_korea_royal_guard_pl|朝 鲜 王 家 卫 士 
trp_jingyiwei111|锦 衣 卫 
trp_jingyiwei111_pl|锦 衣 卫 
trp_farmer_whisky|提 着 货 物 的 村 民 
trp_farmer_whisky_pl|提 着 货 物 的 村 民 
trp_farmer_glasswork|提 着 货 物 的 村 民 
trp_farmer_glasswork_pl|提 着 货 物 的 村 民 
trp_farmer_turkish_carpet|提 着 货 物 的 村 民 
trp_farmer_turkish_carpet_pl|提 着 货 物 的 村 民 
trp_farmer_pepper|提 着 货 物 的 村 民 
trp_farmer_pepper_pl|提 着 货 物 的 村 民 
trp_farmer_nutmeg|提 着 货 物 的 村 民 
trp_farmer_nutmeg_pl|提 着 货 物 的 村 民 
trp_farmer_chinese_cloth|提 着 货 物 的 村 民 
trp_farmer_chinese_cloth_pl|提 着 货 物 的 村 民 
trp_farmer_studhorse|提 着 货 物 的 村 民 
trp_farmer_studhorse_pl|提 着 货 物 的 村 民 
trp_farmer_vodka|提 着 货 物 的 村 民 
trp_farmer_vodka_pl|提 着 货 物 的 村 民 
trp_farmer_sake|提 着 货 物 的 村 民 
trp_farmer_sake_pl|提 着 货 物 的 村 民 
trp_farmer_mercury|提 着 货 物 的 村 民 
trp_farmer_mercury_pl|提 着 货 物 的 村 民 
trp_farmer_tobacco|提 着 货 物 的 村 民 
trp_farmer_tobacco_pl|提 着 货 物 的 村 民 
trp_new_goods_merchant_1|旅 行 商 人 
trp_new_goods_merchant_1_pl|旅 行 商 人 
trp_new_goods_merchant_2|旅 行 商 人 
trp_new_goods_merchant_2_pl|旅 行 商 人 
